item_type,item_name,avg_temp_c,humidity_pct,storage_type,location,season,expiry_days
Vegetable,Potato,25.3,34.4,Room,Rural,Summer,55
Vegetable,Potato,4.4,59.7,Room,Rural,Monsoon,47
Vegetable,Potato,2.7,48.3,Refrigerated,Mountain,Monsoon,60
Vegetable,Potato,28.1,77.8,Refrigerated,Rural,Summer,59
Vegetable,Potato,19.7,47.7,Room,Rural,Monsoon,37
Vegetable,Potato,32.9,58.6,Refrigerated,Coastal,Spring,55
Vegetable,Potato,0.6,66.1,ColdStorage,Coastal,Spring,60
Vegetable,Potato,32.5,77.4,Room,Coastal,Spring,22
Vegetable,Potato,28.5,84.3,ColdStorage,Urban,Winter,43
Vegetable,Potato,29.8,75.1,Refrigerated,Rural,Summer,57
Vegetable,Potato,34.5,74.5,ColdStorage,Coastal,Summer,51
Vegetable,Potato,24.9,42.7,Room,Coastal,Monsoon,38
Vegetable,Potato,23.9,87.0,Room,Coastal,Winter,27
Vegetable,Potato,6.7,50.2,ColdStorage,Rural,Spring,60
Vegetable,Potato,12.2,33.7,ColdStorage,Rural,Winter,60
Vegetable,Potato,8.9,47.0,ColdStorage,Urban,Winter,60
Vegetable,Potato,6.3,46.2,Refrigerated,Coastal,Spring,60
Vegetable,Potato,12.7,64.3,Room,Coastal,Spring,41
Vegetable,Potato,26.3,43.9,ColdStorage,Coastal,Winter,60
Vegetable,Potato,30.1,60.2,Refrigerated,Coastal,Spring,53
Vegetable,Potato,12.5,35.0,Room,Rural,Winter,52
Vegetable,Potato,5.6,50.3,Refrigerated,Urban,Winter,60
Vegetable,Potato,9.0,74.4,Refrigerated,Rural,Monsoon,60
Vegetable,Potato,15.8,20.1,Room,Coastal,Spring,43
Vegetable,Potato,0.5,94.8,Room,Mountain,Winter,38
Vegetable,Potato,16.2,50.2,Refrigerated,Coastal,Monsoon,60
Vegetable,Potato,9.6,31.7,Refrigerated,Coastal,Spring,60
Vegetable,Potato,32.7,80.7,ColdStorage,Urban,Winter,44
Vegetable,Potato,16.7,37.5,Refrigerated,Urban,Monsoon,60
Vegetable,Potato,29.0,45.5,ColdStorage,Rural,Spring,60
Vegetable,Potato,28.1,64.1,Room,Rural,Monsoon,32
Vegetable,Potato,26.7,45.2,ColdStorage,Rural,Summer,60
Vegetable,Potato,5.2,43.7,ColdStorage,Rural,Monsoon,60
Vegetable,Potato,17.6,83.7,Room,Urban,Spring,44
Vegetable,Potato,20.4,20.5,Room,Urban,Summer,53
Vegetable,Potato,19.6,20.6,ColdStorage,Urban,Winter,60
Vegetable,Potato,24.0,50.1,Refrigerated,Rural,Spring,60
Vegetable,Potato,20.6,39.8,Room,Mountain,Winter,44
Vegetable,Potato,9.6,78.5,ColdStorage,Mountain,Spring,60
Vegetable,Potato,30.2,39.3,Room,Mountain,Spring,38
Vegetable,Potato,9.3,51.7,Refrigerated,Coastal,Monsoon,60
Vegetable,Potato,10.2,59.4,ColdStorage,Urban,Monsoon,60
Vegetable,Potato,16.1,80.3,ColdStorage,Mountain,Monsoon,60
Vegetable,Potato,17.0,22.6,ColdStorage,Urban,Summer,60
Vegetable,Potato,21.6,82.3,Room,Urban,Winter,54
Vegetable,Lemon,31.1,94.2,ColdStorage,Mountain,Winter,19
Vegetable,Lemon,34.2,85.4,ColdStorage,Urban,Spring,17
Vegetable,Lemon,33.0,93.8,ColdStorage,Urban,Winter,18
Vegetable,Lemon,7.9,40.5,ColdStorage,Coastal,Winter,56
Vegetable,Lemon,8.6,52.1,Refrigerated,Urban,Spring,34
Vegetable,Lemon,13.2,27.0,Refrigerated,Rural,Spring,44
Vegetable,Lemon,35.0,43.8,Refrigerated,Coastal,Summer,17
Vegetable,Lemon,3.2,71.6,Room,Mountain,Spring,32
Vegetable,Lemon,20.0,38.9,Refrigerated,Coastal,Spring,34
Vegetable,Lemon,23.5,20.2,Room,Rural,Summer,16
Vegetable,Lemon,10.7,32.1,ColdStorage,Rural,Summer,60
Vegetable,Lemon,1.0,55.1,ColdStorage,Mountain,Summer,48
Vegetable,Lemon,31.5,25.2,ColdStorage,Urban,Spring,26
Vegetable,Lemon,13.6,40.3,Room,Coastal,Spring,28
Vegetable,Lemon,14.8,43.6,Room,Urban,Monsoon,23
Vegetable,Lemon,15.5,75.0,Room,Mountain,Monsoon,17
Vegetable,Lemon,7.3,29.0,Room,Rural,Spring,21
Vegetable,Lemon,11.2,32.2,Room,Mountain,Winter,35
Vegetable,Lemon,2.9,89.0,Refrigerated,Urban,Winter,43
Vegetable,Lemon,7.9,63.5,Room,Rural,Monsoon,33
Vegetable,Lemon,28.3,94.5,ColdStorage,Urban,Monsoon,21
Vegetable,Lemon,21.1,77.2,Room,Rural,Monsoon,20
Vegetable,Lemon,10.7,64.1,Refrigerated,Mountain,Spring,39
Vegetable,Lemon,3.9,52.4,ColdStorage,Coastal,Winter,55
Vegetable,Lemon,9.3,73.2,Room,Mountain,Spring,21
Vegetable,Lemon,32.7,94.9,Room,Mountain,Winter,12
Vegetable,Lemon,6.0,20.9,Room,Mountain,Winter,26
Vegetable,Lemon,26.0,41.4,Room,Coastal,Monsoon,19
Vegetable,Lemon,6.6,94.2,Room,Rural,Winter,27
Vegetable,Lemon,4.8,25.2,Refrigerated,Rural,Monsoon,38
Vegetable,Lemon,28.7,78.9,Room,Rural,Summer,12
Vegetable,Lemon,24.0,43.3,ColdStorage,Mountain,Winter,29
Vegetable,Lemon,8.7,53.3,Refrigerated,Coastal,Spring,32
Vegetable,Lemon,29.7,93.1,Room,Mountain,Winter,13
Vegetable,Lemon,23.0,29.9,ColdStorage,Urban,Summer,32
Vegetable,Lemon,32.0,38.0,ColdStorage,Rural,Winter,23
Vegetable,Lemon,33.3,50.6,ColdStorage,Urban,Winter,24
Vegetable,Lemon,24.3,93.7,Room,Coastal,Summer,15
Vegetable,Lemon,21.0,49.7,Room,Rural,Summer,25
Vegetable,Lemon,0.3,56.3,Room,Urban,Summer,34
Vegetable,Lemon,6.3,56.6,Room,Coastal,Winter,34
Vegetable,Lemon,7.3,42.5,Refrigerated,Coastal,Summer,34
Vegetable,Lemon,17.5,91.1,Room,Urban,Monsoon,15
Vegetable,Lemon,6.2,46.0,Refrigerated,Mountain,Spring,45
Vegetable,Lemon,27.4,90.6,Refrigerated,Mountain,Spring,22
Vegetable,Lemon,19.3,47.7,ColdStorage,Coastal,Spring,50
Vegetable,Lemon,26.7,50.5,Refrigerated,Urban,Winter,25
Vegetable,Lemon,4.8,64.0,ColdStorage,Mountain,Winter,60
Vegetable,Lemon,30.0,68.2,Room,Rural,Spring,17
Vegetable,Lemon,16.6,62.5,ColdStorage,Coastal,Spring,56
Vegetable,Lemon,23.7,22.1,ColdStorage,Coastal,Summer,44
Vegetable,Lemon,29.9,67.3,Refrigerated,Rural,Spring,24
Vegetable,Lemon,4.6,66.0,Room,Urban,Spring,29
Vegetable,Lemon,0.8,26.6,Refrigerated,Rural,Spring,40
Vegetable,Lemon,8.3,46.3,Refrigerated,Coastal,Summer,44
Vegetable,Lemon,20.6,60.4,Refrigerated,Coastal,Winter,38
Vegetable,Tomato,27.3,33.2,Room,Coastal,Winter,7
Vegetable,Tomato,2.5,86.1,Room,Mountain,Monsoon,7
Vegetable,Tomato,15.2,35.3,ColdStorage,Mountain,Summer,21
Vegetable,Tomato,15.9,40.6,Refrigerated,Rural,Spring,10
Vegetable,Tomato,34.5,57.9,ColdStorage,Coastal,Spring,9
Vegetable,Tomato,3.3,73.0,ColdStorage,Urban,Summer,16
Vegetable,Tomato,13.9,72.6,Refrigerated,Rural,Monsoon,19
Vegetable,Tomato,8.3,69.8,Room,Coastal,Monsoon,9
Vegetable,Tomato,22.0,73.8,Room,Rural,Summer,8
Vegetable,Tomato,29.5,27.2,ColdStorage,Urban,Monsoon,10
Vegetable,Tomato,24.6,76.8,Room,Urban,Monsoon,5
Vegetable,Tomato,1.6,91.3,Refrigerated,Mountain,Summer,15
Vegetable,Tomato,34.6,88.8,ColdStorage,Coastal,Winter,7
Vegetable,Tomato,27.1,27.1,Refrigerated,Urban,Winter,13
Vegetable,Tomato,25.5,72.5,Room,Coastal,Winter,8
Vegetable,Tomato,4.2,80.0,ColdStorage,Coastal,Summer,17
Vegetable,Tomato,32.2,44.1,ColdStorage,Urban,Winter,9
Vegetable,Tomato,24.1,65.4,Refrigerated,Rural,Monsoon,11
Vegetable,Tomato,25.3,52.9,ColdStorage,Coastal,Monsoon,12
Vegetable,Tomato,20.5,29.8,Refrigerated,Rural,Winter,11
Vegetable,Tomato,5.8,84.5,Room,Mountain,Monsoon,6
Vegetable,Tomato,28.0,36.6,ColdStorage,Rural,Monsoon,10
Vegetable,Tomato,16.0,68.4,Refrigerated,Mountain,Spring,14
Vegetable,Tomato,14.7,48.5,Refrigerated,Coastal,Spring,15
Vegetable,Tomato,3.9,94.4,ColdStorage,Rural,Monsoon,20
Vegetable,Tomato,0.8,63.6,Refrigerated,Rural,Spring,22
Vegetable,Tomato,19.6,93.7,Refrigerated,Rural,Spring,11
Vegetable,Tomato,1.0,59.0,Room,Urban,Spring,8
Vegetable,Tomato,29.4,73.9,ColdStorage,Coastal,Summer,12
Vegetable,Tomato,12.1,62.9,Room,Rural,Summer,11
Vegetable,Tomato,13.7,73.5,Room,Coastal,Spring,12
Vegetable,Tomato,1.5,71.4,ColdStorage,Rural,Monsoon,28
Vegetable,Tomato,27.0,78.7,Refrigerated,Rural,Winter,7
Vegetable,Tomato,31.3,44.0,Room,Coastal,Summer,4
Vegetable,Tomato,20.8,40.0,ColdStorage,Urban,Spring,18
Vegetable,Tomato,6.2,87.6,Refrigerated,Mountain,Summer,18
Vegetable,Tomato,21.7,44.4,Room,Rural,Winter,5
Vegetable,Tomato,25.7,41.1,ColdStorage,Coastal,Winter,9
Vegetable,Tomato,28.2,71.6,ColdStorage,Urban,Summer,17
Vegetable,Tomato,28.7,45.3,Room,Mountain,Monsoon,8
Vegetable,Tomato,23.2,64.5,Room,Coastal,Spring,9
Vegetable,Tomato,22.5,88.4,ColdStorage,Mountain,Monsoon,9
Vegetable,Tomato,26.4,59.1,Room,Rural,Summer,8
Vegetable,Tomato,14.0,63.6,ColdStorage,Urban,Monsoon,14
Vegetable,Tomato,27.9,38.7,Refrigerated,Mountain,Summer,8
Vegetable,Tomato,2.2,61.0,ColdStorage,Rural,Winter,28
Vegetable,Tomato,31.6,85.3,ColdStorage,Rural,Winter,10
Vegetable,Tomato,3.5,52.5,Room,Rural,Winter,8
Vegetable,Tomato,1.3,21.6,Room,Rural,Monsoon,8
Vegetable,Tomato,31.4,54.3,Refrigerated,Rural,Monsoon,10
Vegetable,Tomato,19.2,80.3,ColdStorage,Coastal,Summer,10
Vegetable,Tomato,34.2,78.2,ColdStorage,Mountain,Winter,7
Vegetable,Tomato,9.1,46.9,Refrigerated,Coastal,Winter,12
Vegetable,Tomato,11.6,71.1,ColdStorage,Mountain,Monsoon,17
Vegetable,Tomato,22.4,28.8,ColdStorage,Mountain,Summer,12
Vegetable,Tomato,20.7,24.6,ColdStorage,Mountain,Monsoon,21
Vegetable,Radish,33.1,40.5,ColdStorage,Urban,Winter,19
Vegetable,Radish,20.8,84.6,Room,Mountain,Winter,9
Vegetable,Radish,29.5,74.1,Refrigerated,Urban,Winter,10
Vegetable,Radish,30.3,70.0,Refrigerated,Urban,Winter,9
Vegetable,Radish,6.7,82.2,ColdStorage,Urban,Summer,21
Vegetable,Radish,14.3,61.7,Refrigerated,Urban,Monsoon,14
Vegetable,Radish,32.3,65.1,Room,Coastal,Spring,8
Vegetable,Radish,0.1,41.8,Refrigerated,Mountain,Spring,28
Vegetable,Radish,30.6,48.2,ColdStorage,Rural,Spring,20
Vegetable,Radish,6.2,22.9,ColdStorage,Rural,Spring,38
Vegetable,Radish,17.3,27.0,ColdStorage,Rural,Winter,31
Vegetable,Radish,29.5,33.2,ColdStorage,Mountain,Winter,19
Vegetable,Radish,13.6,31.5,ColdStorage,Urban,Winter,27
Vegetable,Radish,20.4,73.8,Room,Mountain,Winter,14
Vegetable,Radish,15.2,41.2,ColdStorage,Mountain,Winter,19
Vegetable,Radish,1.3,89.6,Room,Rural,Summer,12
Vegetable,Radish,10.3,60.9,ColdStorage,Urban,Summer,21
Vegetable,Radish,7.6,42.5,ColdStorage,Rural,Summer,32
Vegetable,Radish,29.2,49.4,Refrigerated,Urban,Spring,9
Vegetable,Radish,11.6,81.8,Room,Mountain,Summer,11
Vegetable,Radish,22.0,25.7,ColdStorage,Mountain,Winter,26
Vegetable,Radish,22.6,57.4,ColdStorage,Urban,Spring,14
Vegetable,Radish,24.3,67.9,Room,Mountain,Monsoon,8
Vegetable,Radish,33.6,65.3,Refrigerated,Rural,Winter,11
Vegetable,Radish,32.5,32.4,ColdStorage,Urban,Summer,13
Vegetable,Radish,9.0,62.0,Room,Rural,Summer,16
Vegetable,Radish,31.4,78.4,Refrigerated,Mountain,Winter,8
Vegetable,Radish,32.9,69.3,Refrigerated,Coastal,Spring,11
Vegetable,Radish,8.2,31.6,Room,Rural,Monsoon,11
Vegetable,Radish,11.9,60.2,Refrigerated,Urban,Monsoon,13
Vegetable,Radish,29.7,93.9,Refrigerated,Rural,Spring,13
Vegetable,Radish,33.8,25.6,Refrigerated,Rural,Spring,7
Vegetable,Radish,5.5,71.2,Room,Rural,Spring,11
Vegetable,Radish,15.1,73.2,Room,Mountain,Summer,13
Vegetable,Radish,9.4,86.9,ColdStorage,Rural,Spring,18
Vegetable,Radish,9.0,94.4,Refrigerated,Mountain,Winter,13
Vegetable,Radish,22.0,25.4,Refrigerated,Urban,Monsoon,23
Vegetable,Radish,15.9,37.5,Room,Mountain,Summer,12
Vegetable,Radish,18.3,65.0,ColdStorage,Coastal,Monsoon,25
Vegetable,Radish,4.0,26.8,Refrigerated,Urban,Winter,26
Vegetable,Radish,18.5,69.5,ColdStorage,Mountain,Spring,18
Vegetable,Radish,8.1,69.4,ColdStorage,Urban,Spring,30
Vegetable,Radish,0.9,78.6,Room,Urban,Spring,15
Vegetable,Radish,10.9,82.6,Room,Rural,Summer,11
Vegetable,Radish,24.9,29.2,Refrigerated,Mountain,Monsoon,22
Vegetable,Radish,2.1,87.9,ColdStorage,Urban,Monsoon,22
Vegetable,Radish,7.2,76.6,Refrigerated,Urban,Winter,21
Vegetable,Radish,24.9,86.9,Room,Mountain,Spring,8
Vegetable,Radish,8.9,76.5,Room,Rural,Spring,12
Vegetable,Radish,1.7,27.9,Refrigerated,Coastal,Monsoon,24
Vegetable,Radish,20.2,63.2,Room,Rural,Monsoon,8
Vegetable,Radish,19.2,72.9,Room,Rural,Spring,10
Vegetable,Radish,2.2,30.3,ColdStorage,Urban,Spring,33
Vegetable,Radish,14.9,49.5,Refrigerated,Urban,Spring,16
Vegetable,Radish,5.6,58.1,Room,Urban,Summer,11
Vegetable,Radish,27.8,80.6,ColdStorage,Urban,Summer,16
Vegetable,Beetroot,15.0,69.8,ColdStorage,Mountain,Winter,60
Vegetable,Beetroot,29.9,48.5,ColdStorage,Urban,Summer,39
Vegetable,Beetroot,12.2,53.0,ColdStorage,Urban,Winter,53
Vegetable,Beetroot,25.0,33.9,ColdStorage,Coastal,Spring,42
Vegetable,Beetroot,32.5,56.5,ColdStorage,Coastal,Spring,31
Vegetable,Beetroot,12.3,81.4,ColdStorage,Urban,Summer,45
Vegetable,Beetroot,24.9,57.0,Room,Rural,Monsoon,19
Vegetable,Beetroot,15.0,65.9,Room,Urban,Winter,30
Vegetable,Beetroot,29.5,84.6,ColdStorage,Rural,Summer,37
Vegetable,Beetroot,25.8,73.7,Refrigerated,Mountain,Spring,28
Vegetable,Beetroot,14.2,79.8,ColdStorage,Rural,Monsoon,40
Vegetable,Beetroot,30.2,25.0,Refrigerated,Coastal,Winter,30
Vegetable,Beetroot,9.2,74.9,Room,Rural,Spring,34
Vegetable,Beetroot,18.9,20.6,Refrigerated,Mountain,Monsoon,55
Vegetable,Beetroot,21.0,94.6,Room,Coastal,Winter,18
Vegetable,Beetroot,34.9,62.0,Room,Rural,Winter,17
Vegetable,Beetroot,7.5,42.2,Refrigerated,Urban,Winter,52
Vegetable,Beetroot,6.2,61.6,ColdStorage,Mountain,Spring,47
Vegetable,Beetroot,25.3,58.8,Room,Rural,Summer,18
Vegetable,Beetroot,32.0,70.7,Room,Coastal,Spring,17
Vegetable,Beetroot,10.5,87.1,Room,Rural,Spring,20
Vegetable,Beetroot,28.8,55.6,Room,Mountain,Monsoon,20
Vegetable,Beetroot,15.1,93.6,Refrigerated,Urban,Monsoon,48
Vegetable,Beetroot,9.9,70.3,ColdStorage,Urban,Winter,60
Vegetable,Beetroot,12.0,32.4,Refrigerated,Rural,Summer,54
Vegetable,Beetroot,14.8,44.5,Room,Coastal,Winter,30
Vegetable,Beetroot,21.5,58.0,Room,Rural,Spring,29
Vegetable,Beetroot,10.1,29.8,Refrigerated,Mountain,Summer,58
Vegetable,Beetroot,19.6,58.5,Refrigerated,Mountain,Spring,43
Vegetable,Beetroot,6.1,45.7,ColdStorage,Mountain,Winter,60
Vegetable,Beetroot,32.2,71.1,ColdStorage,Mountain,Monsoon,37
Vegetable,Beetroot,14.2,22.7,ColdStorage,Urban,Winter,60
Vegetable,Beetroot,17.6,76.9,ColdStorage,Coastal,Summer,51
Vegetable,Beetroot,12.7,27.1,Room,Coastal,Monsoon,38
Vegetable,Beetroot,32.9,52.2,ColdStorage,Rural,Winter,25
Vegetable,Beetroot,3.6,62.7,Room,Urban,Winter,30
Vegetable,Beetroot,12.6,24.2,ColdStorage,Mountain,Spring,57
Vegetable,Beetroot,34.3,69.5,ColdStorage,Rural,Summer,31
Vegetable,Beetroot,15.4,81.3,Refrigerated,Urban,Spring,46
Vegetable,Beetroot,9.0,20.3,Refrigerated,Urban,Monsoon,52
Vegetable,Beetroot,22.7,28.9,Room,Rural,Summer,29
Vegetable,Beetroot,8.1,52.3,Room,Urban,Spring,38
Vegetable,Beetroot,17.1,36.5,Refrigerated,Rural,Winter,46
Vegetable,Beetroot,27.0,30.7,ColdStorage,Mountain,Monsoon,45
Vegetable,Beetroot,25.0,54.9,ColdStorage,Rural,Summer,40
Vegetable,Beetroot,26.9,44.1,Room,Mountain,Monsoon,17
Vegetable,Beetroot,24.6,51.8,Room,Rural,Summer,26
Vegetable,Beetroot,29.0,56.7,Refrigerated,Rural,Monsoon,30
Vegetable,Beetroot,7.0,86.0,ColdStorage,Coastal,Spring,60
Vegetable,Beetroot,5.1,77.6,Room,Rural,Monsoon,27
Vegetable,Beetroot,8.8,89.1,ColdStorage,Urban,Monsoon,57
Vegetable,Beetroot,3.2,86.0,Room,Rural,Monsoon,34
Vegetable,Beetroot,28.4,83.2,ColdStorage,Urban,Summer,30
Vegetable,Beetroot,28.5,57.5,ColdStorage,Coastal,Monsoon,35
Vegetable,Beetroot,18.8,75.8,ColdStorage,Rural,Monsoon,39
Vegetable,Beetroot,32.2,30.5,Refrigerated,Urban,Winter,39
Vegetable,Cabbage,26.6,49.8,Refrigerated,Mountain,Summer,31
Vegetable,Cabbage,26.3,56.0,Refrigerated,Mountain,Winter,30
Vegetable,Cabbage,1.7,30.7,Refrigerated,Urban,Winter,60
Vegetable,Cabbage,22.8,20.3,Refrigerated,Urban,Monsoon,32
Vegetable,Cabbage,16.3,83.8,ColdStorage,Urban,Monsoon,48
Vegetable,Cabbage,33.2,22.2,Room,Coastal,Spring,15
Vegetable,Cabbage,17.4,68.3,Room,Mountain,Spring,30
Vegetable,Cabbage,27.0,49.9,Room,Rural,Summer,17
Vegetable,Cabbage,8.0,38.3,ColdStorage,Mountain,Summer,57
Vegetable,Cabbage,12.3,77.1,ColdStorage,Urban,Summer,52
Vegetable,Cabbage,18.5,87.8,Room,Coastal,Monsoon,27
Vegetable,Cabbage,10.1,87.3,Room,Mountain,Spring,26
Vegetable,Cabbage,31.7,80.3,ColdStorage,Coastal,Summer,30
Vegetable,Cabbage,29.4,53.6,Room,Urban,Winter,20
Vegetable,Cabbage,6.8,25.3,ColdStorage,Urban,Winter,60
Vegetable,Cabbage,5.9,80.4,Refrigerated,Urban,Spring,52
Vegetable,Cabbage,24.6,76.5,ColdStorage,Coastal,Spring,35
Vegetable,Cabbage,14.6,25.1,Room,Mountain,Monsoon,32
Vegetable,Cabbage,28.7,35.0,ColdStorage,Urban,Summer,41
Vegetable,Cabbage,0.5,89.8,Refrigerated,Urban,Summer,60
Vegetable,Cabbage,33.8,67.4,Room,Urban,Summer,14
Vegetable,Cabbage,11.1,78.5,Refrigerated,Urban,Winter,39
Vegetable,Cabbage,22.9,32.0,Room,Mountain,Spring,26
Vegetable,Cabbage,31.6,59.3,Room,Mountain,Summer,19
Vegetable,Cabbage,5.6,39.7,Room,Rural,Summer,39
Vegetable,Cabbage,24.7,94.7,Refrigerated,Rural,Winter,40
Vegetable,Cabbage,30.5,21.6,Refrigerated,Coastal,Monsoon,26
Vegetable,Cabbage,34.6,52.6,Room,Mountain,Summer,14
Vegetable,Cabbage,11.8,20.6,Refrigerated,Mountain,Winter,60
Vegetable,Cabbage,28.7,80.4,ColdStorage,Mountain,Spring,38
Vegetable,Cabbage,11.5,66.4,ColdStorage,Rural,Spring,60
Vegetable,Cabbage,11.8,54.3,ColdStorage,Mountain,Winter,60
Vegetable,Cabbage,25.0,27.0,Refrigerated,Coastal,Winter,32
Vegetable,Cabbage,30.8,89.2,Refrigerated,Urban,Winter,27
Vegetable,Cabbage,12.2,86.4,Refrigerated,Urban,Monsoon,38
Vegetable,Cabbage,0.9,62.3,Refrigerated,Urban,Monsoon,60
Vegetable,Cabbage,26.7,56.7,Room,Coastal,Summer,23
Vegetable,Cabbage,6.9,93.3,Room,Rural,Spring,32
Vegetable,Cabbage,4.3,44.9,Refrigerated,Coastal,Winter,54
Vegetable,Cabbage,24.4,25.6,Room,Urban,Summer,21
Vegetable,Cabbage,20.4,34.8,ColdStorage,Mountain,Monsoon,55
Vegetable,Cabbage,9.5,76.7,Refrigerated,Rural,Summer,52
Vegetable,Cabbage,11.5,81.0,Room,Rural,Spring,28
Vegetable,Cabbage,29.2,35.8,Room,Coastal,Monsoon,20
Vegetable,Cabbage,24.3,36.0,Room,Coastal,Monsoon,21
Vegetable,Cabbage,3.0,65.8,ColdStorage,Rural,Spring,60
Vegetable,Cabbage,16.1,47.9,ColdStorage,Coastal,Summer,48
Vegetable,Cabbage,23.5,50.8,ColdStorage,Coastal,Winter,36
Vegetable,Cabbage,6.4,77.6,Refrigerated,Mountain,Summer,41
Vegetable,Cabbage,0.1,38.9,ColdStorage,Coastal,Spring,60
Vegetable,Cabbage,29.0,20.1,Room,Rural,Summer,19
Vegetable,Cabbage,10.2,82.9,Room,Coastal,Monsoon,32
Vegetable,Cabbage,31.1,91.4,Refrigerated,Mountain,Monsoon,18
Vegetable,Cabbage,32.8,41.2,Refrigerated,Coastal,Summer,20
Vegetable,Cabbage,1.5,91.1,Refrigerated,Coastal,Summer,47
Vegetable,Cabbage,15.9,66.7,Refrigerated,Rural,Monsoon,48
Vegetable,Lettuce,26.0,72.4,Refrigerated,Coastal,Winter,6
Vegetable,Lettuce,26.7,87.5,Refrigerated,Coastal,Winter,6
Vegetable,Lettuce,2.9,72.6,ColdStorage,Urban,Winter,13
Vegetable,Lettuce,4.5,39.2,Refrigerated,Coastal,Monsoon,18
Vegetable,Lettuce,15.6,82.6,Refrigerated,Coastal,Monsoon,7
Vegetable,Lettuce,24.6,61.2,Refrigerated,Urban,Monsoon,9
Vegetable,Lettuce,28.4,88.7,Refrigerated,Urban,Winter,3
Vegetable,Lettuce,27.2,36.5,Room,Urban,Monsoon,3
Vegetable,Lettuce,8.7,82.9,Room,Rural,Winter,3
Vegetable,Lettuce,24.4,82.3,Refrigerated,Coastal,Monsoon,6
Vegetable,Lettuce,19.1,30.1,Refrigerated,Mountain,Monsoon,5
Vegetable,Lettuce,31.1,84.1,ColdStorage,Rural,Summer,7
Vegetable,Lettuce,14.6,37.7,Refrigerated,Coastal,Winter,7
Vegetable,Lettuce,29.0,56.0,ColdStorage,Mountain,Winter,9
Vegetable,Lettuce,21.1,74.0,Refrigerated,Mountain,Summer,8
Vegetable,Lettuce,0.2,29.9,Refrigerated,Coastal,Monsoon,8
Vegetable,Lettuce,3.4,30.1,Refrigerated,Mountain,Spring,8
Vegetable,Lettuce,6.5,82.6,Room,Coastal,Spring,7
Vegetable,Lettuce,7.2,80.7,Refrigerated,Rural,Winter,8
Vegetable,Lettuce,25.9,35.5,Refrigerated,Urban,Spring,9
Vegetable,Lettuce,25.5,93.9,Refrigerated,Rural,Winter,5
Vegetable,Lettuce,4.9,29.5,ColdStorage,Rural,Winter,21
Vegetable,Lettuce,33.8,44.7,ColdStorage,Coastal,Spring,4
Vegetable,Lettuce,30.0,87.8,Room,Urban,Summer,3
Vegetable,Lettuce,32.7,87.1,ColdStorage,Coastal,Summer,4
Vegetable,Lettuce,25.3,30.9,Refrigerated,Rural,Spring,5
Vegetable,Lettuce,29.7,53.7,ColdStorage,Urban,Monsoon,8
Vegetable,Lettuce,3.0,94.3,Room,Mountain,Spring,4
Vegetable,Lettuce,31.3,49.6,Refrigerated,Mountain,Winter,4
Vegetable,Lettuce,32.4,94.2,Room,Rural,Spring,2
Vegetable,Lettuce,14.6,71.3,ColdStorage,Coastal,Monsoon,8
Vegetable,Lettuce,23.0,29.9,Room,Mountain,Monsoon,3
Vegetable,Lettuce,17.3,27.5,Refrigerated,Urban,Winter,8
Vegetable,Lettuce,2.4,45.2,ColdStorage,Urban,Winter,11
Vegetable,Lettuce,0.6,24.4,Refrigerated,Rural,Monsoon,9
Vegetable,Lettuce,2.7,34.7,ColdStorage,Urban,Winter,15
Vegetable,Lettuce,13.1,30.0,ColdStorage,Mountain,Monsoon,7
Vegetable,Lettuce,8.4,88.2,Refrigerated,Urban,Summer,6
Vegetable,Lettuce,28.2,91.9,Refrigerated,Urban,Winter,7
Vegetable,Lettuce,9.6,35.4,ColdStorage,Mountain,Summer,9
Vegetable,Lettuce,11.5,86.5,Room,Rural,Summer,5
Vegetable,Lettuce,5.3,20.9,Room,Coastal,Monsoon,9
Vegetable,Lettuce,17.9,26.4,ColdStorage,Mountain,Summer,10
Vegetable,Lettuce,11.8,70.6,Refrigerated,Mountain,Winter,8
Vegetable,Lettuce,22.0,74.2,ColdStorage,Mountain,Spring,12
Vegetable,Lettuce,18.7,77.6,Refrigerated,Rural,Spring,9
Vegetable,Lettuce,4.7,46.4,ColdStorage,Coastal,Summer,15
Vegetable,Lettuce,26.0,37.9,Refrigerated,Urban,Winter,6
Vegetable,Lettuce,22.1,92.7,Room,Rural,Winter,2
Vegetable,Lettuce,31.2,29.3,Room,Coastal,Monsoon,3
Vegetable,Lettuce,17.1,94.4,Refrigerated,Urban,Winter,9
Vegetable,Lettuce,9.3,35.2,ColdStorage,Coastal,Winter,16
Vegetable,Lettuce,8.3,63.1,ColdStorage,Urban,Spring,17
Vegetable,Lettuce,9.2,46.2,Room,Rural,Monsoon,8
Vegetable,Lettuce,15.0,30.8,Room,Mountain,Spring,6
Vegetable,Lettuce,3.6,49.3,ColdStorage,Urban,Spring,13
Vegetable,Spinach,35.0,37.3,Refrigerated,Urban,Spring,3
Vegetable,Spinach,12.6,80.2,Room,Coastal,Spring,3
Vegetable,Spinach,31.6,77.8,Room,Urban,Spring,3
Vegetable,Spinach,21.7,88.4,ColdStorage,Rural,Summer,10
Vegetable,Spinach,29.1,40.7,Refrigerated,Coastal,Summer,2
Vegetable,Spinach,9.7,85.3,Refrigerated,Coastal,Monsoon,7
Vegetable,Spinach,12.2,69.1,ColdStorage,Rural,Winter,14
Vegetable,Spinach,22.6,58.5,Room,Mountain,Monsoon,2
Vegetable,Spinach,32.3,65.8,Room,Mountain,Spring,1
